,strict,50 granules,100 granules,200 granules
0,27.684450149536133,140.3675079345703,278.81717681884766,922.3732948303223
1,39.43973779678345,252.882719039917,662.7533435821533,1488.2867336273193
2,312.69770860671997,774.7538089752197,1535.6080532073975,3344.1312313079834
3,1425.1846075057983,1465.3306007385254,3017.6308155059814,6566.766738891602
4,6434.666335582733,2925.11248588562,6101.589918136597,13076.91478729248
5,15171.265721321106,4659.388065338135,9518.742799758911,20115.51070213318
6,29034.07883644104,6226.384162902832,12677.8724193573,26848.26922416687
7,47815.40447473526,7811.420917510986,15775.417566299438,33288.671255111694
