,data size,granules number,relation type,ksi,accuracy
286,2000,200,t,0.1,0.521
287,2000,200,t,0.15,0.5155
288,2000,200,t,0.2,0.4485
289,2000,200,t,0.25,0.4485
290,2000,200,t,0.3,0.5315
291,2000,200,t,0.35,0.4485
292,2000,200,t,0.4,0.4785
293,2000,200,t,0.45,0.5235
294,2000,200,t,0.5,0.4485
295,2000,200,t,0.55,0.4505
296,2000,200,t,0.6,0.497
297,2000,200,t,0.65,0.4485
298,2000,200,t,0.7,0.514
299,2000,200,t,0.75,0.5485
300,2000,200,t,0.8,0.4525
301,2000,200,t,0.85,0.4485
302,2000,200,t,0.9,0.454
303,2000,200,t,0.95,0.5445
304,2000,200,e,0.05,0.346
305,2000,200,e,0.1,0.521
306,2000,200,e,0.15,0.6005
307,2000,200,e,0.2,0.4555
308,2000,200,e,0.25,0.5315
309,2000,200,e,0.3,0.4485
310,2000,200,e,0.35,0.4485
311,2000,200,e,0.4,0.4485
312,2000,200,e,0.45,0.497
313,2000,200,e,0.5,0.6155
314,2000,200,e,0.55,0.4525
315,2000,200,e,0.6,0.454
316,2000,200,e,0.65,0.528
317,2000,200,e,0.7,0.514
318,2000,200,e,0.75,0.4575
319,2000,200,e,0.8,0.454
320,2000,200,e,0.85,0.459
321,2000,200,e,0.9,0.579
322,2000,200,e,0.95,0.454
323,2000,200,g,0.05,0.5105
324,2000,200,g,0.1,0.5315
325,2000,200,g,0.15,0.4485
326,2000,200,g,0.2,0.4485
327,2000,200,g,0.25,0.5485
328,2000,200,g,0.3,0.4485
329,2000,200,g,0.35,0.5445
330,2000,200,g,0.4,0.502
331,2000,200,g,0.45,0.5155
332,2000,200,g,0.5,0.514
333,2000,200,g,0.55,0.514
334,2000,200,g,0.6,0.514
335,2000,200,g,0.65,0.5525
336,2000,200,g,0.7,0.5145
337,2000,200,g,0.75,0.601
338,2000,200,g,0.8,0.6705
339,2000,200,g,0.85,0.568
340,2000,200,g,0.9,0.533
341,2000,200,g,0.95,0.5805
342,5000,50,t,0.05,0.5052
343,5000,50,t,0.1,0.609
344,5000,50,t,0.15,0.609
345,5000,50,t,0.2,0.609
346,5000,50,t,0.25,0.431
347,5000,50,t,0.3,0.431
348,5000,50,t,0.35,0.431
349,5000,50,t,0.4,0.6258
350,5000,50,t,0.45,0.431
351,5000,50,t,0.5,0.431
352,5000,50,t,0.55,0.3544
353,5000,50,t,0.6,0.533
354,5000,50,t,0.65,0.533
355,5000,50,t,0.7,0.533
356,5000,50,t,0.75,0.6258
357,5000,50,t,0.8,0.5502
358,5000,50,t,0.85,0.5978
359,5000,50,t,0.9,0.4626
360,5000,50,t,0.95,0.6302
361,5000,50,e,0.05,0.5052
362,5000,50,e,0.1,0.609
363,5000,50,e,0.15,0.609
364,5000,50,e,0.2,0.609
365,5000,50,e,0.25,0.431
366,5000,50,e,0.3,0.431
367,5000,50,e,0.35,0.431
368,5000,50,e,0.4,0.431
369,5000,50,e,0.45,0.533
370,5000,50,e,0.5,0.533
371,5000,50,e,0.55,0.5502
372,5000,50,e,0.6,0.4626
373,5000,50,e,0.65,0.5316
374,5000,50,e,0.7,0.5232
375,5000,50,e,0.75,0.5518
376,5000,50,e,0.8,0.5518
377,5000,50,e,0.85,0.4896
378,5000,50,e,0.9,0.5192
379,5000,50,e,0.95,0.6796
380,5000,50,g,0.05,0.431
381,5000,50,g,0.1,0.431
382,5000,50,g,0.15,0.431
383,5000,50,g,0.2,0.533
384,5000,50,g,0.25,0.5544
385,5000,50,g,0.3,0.5544
386,5000,50,g,0.35,0.4626
387,5000,50,g,0.4,0.5798
388,5000,50,g,0.45,0.5316
389,5000,50,g,0.5,0.5524
390,5000,50,g,0.55,0.5232
391,5000,50,g,0.6,0.4626
